fn	sample_name	id	idz	group	title	author	year	l	num_lines
corpus/Sonnets/Z300608294.txt	Sonnets	c20-english/ep82001/Z300608294	Z300608294	1900-1924	SONNET	Chesterton, G. K. (Gilbert Keith), 1874-1936	1980	High on the wall that holds Jerusalem	14
corpus/Sonnets/Z200343515.txt	Sonnets	african-american/dunbarpa/Z200343515	Z200343515	1900-1924	A WINTER'S DAY	Dunbar, Paul Laurence, 1872-1906	1993	And up the valley where the free winds sweep,	14
corpus/Sonnets/Z400169186.txt	Sonnets	american/am0654/Z400169186	Z400169186	1900-1924	[XXXIV Tell me again, and then lift up to me]	Lodge, George Cabot, 1873-1909	1911	Those frail white arms of thine and touch my face,	15
corpus/Sonnets/Z200595396.txt	Sonnets	c20-english/ep20029/Z200595396	Z200595396	1900-1924	1914	Owen, Wilfred, 1893-1918	1914	War broke: and now the Winter of the world	14
corpus/Sonnets/Z400169243.txt	Sonnets	american/am0654/Z400169243	Z400169243	1900-1924	[I I am the world's imperishable desire]	Lodge, George Cabot, 1873-1909	1911	Life is because I will, for hope of me	15
corpus/Sonnets/Z400169326.txt	Sonnets	american/am0654/Z400169326	Z400169326	1900-1924	[XXI O Memory, Mistress of the heart's despair]	Lodge, George Cabot, 1873-1909	1911	Spirit of solitude and silent tears,	15
corpus/Sonnets/Z200146105.txt	Sonnets	american/am0092/Z200146105	Z200146105	1900-1924	SONNET V	Seeger, Alan, 1886-1916	1917	This day's suggestive beauty as we ought,	14
corpus/Sonnets/Z300298160.txt	Sonnets	c20-american/am22124/Z300298160	Z300298160	1900-1924	17 SONNET	Cummings, E. E. (Edward Estlin), 1894-1962.	1994	For that I have forgot the world these days,	16
corpus/Sonnets/Z500453807.txt	Sonnets	c20-american/am30164/Z500453807	Z500453807	1900-1924	SONNET	Bishop, John Peale, 1892-1944	1975	Sleep brought me vision of my lady dead,	15
corpus/Sonnets/Z300142464.txt	Sonnets	american/am0023/Z300142464	Z300142464	1900-1924	MID&hyphen;OCEAN IN WAR&hyphen;TIME	Kilmer, Joyce, 1886-1918	[1918]	The moon's serene and silver&hyphen;veilèd face,	14
corpus/Sonnets/Z200146106.txt	Sonnets	american/am0092/Z200146106	Z200146106	1900-1924	SONNET VI	Seeger, Alan, 1886-1916	1917	Than all I staked in an impulsive hour,	14
corpus/Sonnets/Z200326676.txt	Sonnets	c20-african-american/da20018/Z200326676	Z200326676	1900-1924	AMERICA	McKay, Claude, 1890-1948.	1922	Although she feeds me bread of bitterness,	14
corpus/Sonnets/Z400169172.txt	Sonnets	american/am0654/Z400169172	Z400169172	1900-1924	XX TO THE CHILDREN OF THE MUSE	Lodge, George Cabot, 1873-1909	1911	“Nel secol tetro e in questo aer nefando.”	16
corpus/Sonnets/Z400169153.txt	Sonnets	american/am0654/Z400169153	Z400169153	1900-1924	I TO SILENCE	Lodge, George Cabot, 1873-1909	1911	Child of the moon&hyphen;dawn and the naked moon,	15
corpus/Sonnets/Z500297466.txt	Sonnets	c20-american/am22124/Z500297466	Z500297466	1900-1924	II [it is funny,you will be dead some day.]	Cummings, E. E. (Edward Estlin), 1894-1962.	1994	it is funny,you will be dead some day.	20
corpus/Sonnets/Z200146102.txt	Sonnets	american/am0092/Z200146102	Z200146102	1900-1924	SONNET II	Seeger, Alan, 1886-1916	1917	Of what mankind must give for what they gain,	14
corpus/Sonnets/Z200146103.txt	Sonnets	american/am0092/Z200146103	Z200146103	1900-1924	SONNET III	Seeger, Alan, 1886-1916	1917	Plunged for so long in darkness and in dearth,	14
corpus/Sonnets/Z400169339.txt	Sonnets	american/am0654/Z400169339	Z400169339	1900-1924	[VIII She moulded life, with hands subtle and wise,]	Lodge, George Cabot, 1873-1909	1911	Into the faultless fashion of a vase	15
corpus/Sonnets/Z200584644.txt	Sonnets	c20-english/ep20142/Z200584644	Z200584644	1900-1924	Sonnet	Brooke, Rupert, 1887-1915	1970	Not with vain tears, when we're beyond the sun,	14
corpus/Sonnets/Z200146063.txt	Sonnets	american/am0092/Z200146063	Z200146063	1900-1924	SONNET X	Seeger, Alan, 1886-1916	1917	With palms extent for amorous charity	14
corpus/Sonnets/Z200584661.txt	Sonnets	c20-english/ep20142/Z200584661	Z200584661	1900-1924	Unfortunate	Brooke, Rupert, 1887-1915	1970	Heart, you are restless as a paper scrap	14
corpus/Sonnets/Z400169337.txt	Sonnets	american/am0654/Z400169337	Z400169337	1900-1924	[VI Her hair is hued like shadow where light is]	Lodge, George Cabot, 1873-1909	1911	Tragic and tense and tranquil, and her eyes	15
corpus/Sonnets/Z400169310.txt	Sonnets	american/am0654/Z400169310	Z400169310	1900-1924	[V We trod into the starlight, into the night]	Lodge, George Cabot, 1873-1909	1911	The ways of our deliverance were not mild:	15
corpus/Sonnets/Z200343513.txt	Sonnets	african-american/dunbarpa/Z200343513	Z200343513	1900-1924	HARRIET BEECHER STOWE	Dunbar, Paul Laurence, 1872-1906	1993	At wrongs and cruelties it had not known	14
corpus/Sonnets/Z400169343.txt	Sonnets	american/am0654/Z400169343	Z400169343	1900-1924	[XII Her breast is perfumed and profound as sleep]	Lodge, George Cabot, 1873-1909	1911	Her fervent, mythic face is clear and fair	15
corpus/Sonnets/Z500297424.txt	Sonnets	c20-american/am22124/Z500297424	Z500297424	1900-1924	I [the Cambridge ladies who live in furnished souls]	Cummings, E. E. (Edward Estlin), 1894-1962.	1994	the Cambridge ladies who live in furnished souls	14
corpus/Sonnets/Z300328117.txt	Sonnets	c20-american/am20012/Z300328117	Z300328117	1900-1924	TO A PICTURE OF ELEONORA DUSE IN “THE DEAD CITY”	Teasdale, Sara, 1884-1933.	1937	Carved in the silence by the hand of Pain,	14
corpus/Sonnets/Z300142459.txt	Sonnets	american/am0023/Z300142459	Z300142459	1900-1924	THE VISITATION	Kilmer, Joyce, 1886-1918	[1918]	Of John, who yet perceives and hails his King.	14
corpus/Sonnets/Z400169359.txt	Sonnets	american/am0654/Z400169359	Z400169359	1900-1924	[I The House of Life has many mansions, where]	Lodge, George Cabot, 1873-1909	1911	Like men dream&hyphen;haunted in unquiet sleep,	15
corpus/Sonnets/Z200146104.txt	Sonnets	american/am0092/Z200146104	Z200146104	1900-1924	SONNET IV  TO ... IN CHURCH	Seeger, Alan, 1886-1916	1917	'Twas not to pray nor hear our friend's address,	14
corpus/Sonnets/Z400453841.txt	Sonnets	c20-american/am30164/Z400453841	Z400453841	1900-1924	SONNETS	Bishop, John Peale, 1892-1944	1975	Your hair is rufulous as the puffed rust	29
corpus/NotSonnets/Z300657644.txt	NotSonnets	english-ed2/ep2375/Z300657644	Z300657644	1900-1924	THE DARK WAY	Plunkett, Joseph Mary, 1887-1916.	1916	Rougher than Death the road I choose	36
corpus/NotSonnets/Z300327009.txt	NotSonnets	c20-african-american/da20026/Z300327009	Z300327009	1900-1924	THE HOUSE OF FALLING LEAVES	Braithwaite, William Stanley, 1878-1962	1902	Is moaning the full sorrow of its heart:	64
corpus/NotSonnets/Z300657664.txt	NotSonnets	english-ed2/ep2375/Z300657664	Z300657664	1900-1924	I LOVE YOU WITH MY EVERY  BREATH	Plunkett, Joseph Mary, 1887-1916.	1916	I love you with my every breath,	21
corpus/NotSonnets/Z300183109.txt	NotSonnets	american/am1046/Z300183109	Z300183109	1900-1924	Vendor's Song	Crapsey, Adelaide, 1878-1914	[1977]	My songs to sell, good sir!	19
corpus/NotSonnets/Z200178265.txt	NotSonnets	american/am0977/Z200178265	Z200178265	1900-1924	TO EVE, MAN'S DREAM OF WIFEHOOD AS DESCRIBED BY MILTON	Lindsay, Vachel, 1879-1931	1926	Darling of Milton—when that marble man	20
corpus/NotSonnets/Z300226999.txt	NotSonnets	c20-american/am20129/Z300226999	Z300226999	1900-1924	MESMERISM	Pound, Ezra, 1885-1972	1972	Aye you're a man that! ye old mesmerizer	25
corpus/NotSonnets/Z400608019.txt	NotSonnets	c20-english/ep58001/Z400608019	Z400608019	1900-1924	BEYOND THE ROCKIES	Lawrence, D. H. (David Herbert), 1885-1930	1993	There are people there, beyond the Rockies	23
corpus/NotSonnets/Z300219737.txt	NotSonnets	c20-american/am20108/Z300219737	Z300219737	1900-1924	Christmas 1944	H. D. (Hilda Doolittle), 1886-1961	1944	The stratosphere was once where angels were;	118
corpus/NotSonnets/Z300228885.txt	NotSonnets	c20-american/am20133/Z300228885	Z300228885	1900-1924	SONG	Williams, William Carlos, 1883-1963	1986	If I	21
corpus/NotSonnets/Z400552031.txt	NotSonnets	modern/car2501/Z400552031	Z400552031	1900-1924	The Highlanders are not a Sensitive People	MacDiarmid, Hugh, 1892-1978	1993	But exactly the opposite; I am all	19
corpus/NotSonnets/Z300218826.txt	NotSonnets	c20-american/am20104/Z300218826	Z300218826	1900-1924	CRUDE FOYER	Stevens, Wallace, 1879-1955.	1954	Thought is false happiness: the idea	25
corpus/NotSonnets/Z300169247.txt	NotSonnets	american/am0654/Z300169247	Z300169247	1900-1924	AD SERVAM  SAPPHICS	Lodge, George Cabot, 1873-1909	1911	Life unfolded never its heart's rejoicing,	104
corpus/NotSonnets/Z300169143.txt	NotSonnets	american/am0654/Z300169143	Z300169143	1900-1924	TO PSYCHE	Lodge, George Cabot, 1873-1909	1911	And Psyche beside with drooping wings,	32
corpus/NotSonnets/Z200566268.txt	NotSonnets	faber/fa2601/Z200566268	Z200566268	1900-1924	Sowing	Thomas, Edward, 1878-1917	1979	It was a perfect day	16
corpus/NotSonnets/Z400178466.txt	NotSonnets	american/am0977/Z400178466	Z400178466	1900-1924	BEING THE DEDICATION OF A MORNING	Lindsay, Vachel, 1879-1931	1926	Eyes of the eagle are yours, eyes of the dove are yours,	28
corpus/NotSonnets/Z500298330.txt	NotSonnets	c20-american/am22124/Z500298330	Z500298330	1900-1924	4. [Cri C]	Cummings, E. E. (Edward Estlin), 1894-1962.	1994	Cri	47
corpus/NotSonnets/Z300227032.txt	NotSonnets	c20-american/am20129/Z300227032	Z300227032	1900-1924	“BLANDULA, TENULLA, VAGULA”	Pound, Ezra, 1885-1972	1972	What hast thou, O my soul, with paradise?	16
corpus/NotSonnets/Z200566370.txt	NotSonnets	faber/fa2601/Z200566370	Z200566370	1900-1924	This is No Case of Petty Right or Wrong	Thomas, Edward, 1878-1917	1979	This is no case of petty right or wrong	26
corpus/NotSonnets/Z300228425.txt	NotSonnets	c20-american/am20133/Z300228425	Z300228425	1900-1924	10/10	Williams, William Carlos, 1883-1963	1986	Monday	16
corpus/NotSonnets/Z400453645.txt	NotSonnets	c20-american/am30164/Z400453645	Z400453645	1900-1924	COUNSEL OF GRIEF	Bishop, John Peale, 1892-1944	1975	Assume your dignity	42
corpus/NotSonnets/Z300217072.txt	NotSonnets	c20-american/am20097/Z300217072	Z300217072	1900-1924	SHINE, REPUBLIC	Jeffers, Robinson, 1887-1962.	1991	The quality of these trees, green height; of the sky, shining; of water, a clear flow; of the rock, hardness	18
corpus/NotSonnets/Z200669785.txt	NotSonnets	english-ed2/ep2539/Z200669785	Z200669785	1900-1924	MICROCOSMOGRAPHY	Brereton, John Le Gay, 1871-1933.	1919	He hearkens in the silence, and has heard	14
corpus/NotSonnets/Z200595412.txt	NotSonnets	c20-english/ep20029/Z200595412	Z200595412	1900-1924	DULCE ET DECORUM EST	Owen, Wilfred, 1893-1918	1983	Bent double, like old beggars under sacks,	28
corpus/NotSonnets/Z300651956.txt	NotSonnets	english-ed2/ep2220/Z300651956	Z300651956	1900-1924	VI. THE PHANTOM OF A ROSE	Moore, T. Sturge (Thomas Sturge), 1870-1944	1931	But one young man like this rose were	212
corpus/NotSonnets/Z200566299.txt	NotSonnets	faber/fa2601/Z200566299	Z200566299	1900-1924	The Sheiling	Thomas, Edward, 1878-1917	1979	It stands alone	20
corpus/NotSonnets/Z300307467.txt	NotSonnets	c20-english/ep51001/Z300307467	Z300307467	1900-1924	AUTUMN EVENING	Ford, Ford Madox, 1873-1939	1997	The cold light dies, the candles glow,	22
corpus/NotSonnets/Z400257868.txt	NotSonnets	c20-american/am23101/Z400257868	Z400257868	1900-1924	cxliii	Millay, Edna St. Vincent, 1892-1950	1956	Cretaceous bird, your giant claw no lime	15
corpus/NotSonnets/Z400228396.txt	NotSonnets	c20-american/am20133/Z400228396	Z400228396	1900-1924	PATERSON	Williams, William Carlos, 1883-1963	1986	Before the grass is out the people are out	94
corpus/NotSonnets/Z300169126.txt	NotSonnets	american/am0654/Z300169126	Z300169126	1900-1924	SUNSET	Lodge, George Cabot, 1873-1909	1911	A thread of murmur drawn about the shore,	14
corpus/NotSonnets/Z400551192.txt	NotSonnets	modern/car2501/Z400551192	Z400551192	1900-1924	Whip&hyphen;the&hyphen;World	MacDiarmid, Hugh, 1892-1978	1993	Birl under his wings	16
corpus/NotSonnets/Z600208951.txt	NotSonnets	c20-american/am20027/Z600208951	Z600208951	1900-1924	5 [The birds sing]	Reznikoff, Charles, 1894-1976.	1989	The birds sing	16
corpus/NotSonnets/Z200146042.txt	NotSonnets	american/am0092/Z200146042	Z200146042	1900-1924	LA NUE	Seeger, Alan, 1886-1916	1917	Like the full moon out of a perfumed sea	52
corpus/NotSonnets/Z200677890.txt	NotSonnets	english-ed2/ep2640/Z200677890	Z200677890	1900-1924	THE CRY OF THE MOTHER	Neilson, John Shaw, 1872-1942	1965	Heart o' me, heart o' me, every beat you're breaking,	20
corpus/NotSonnets/Z500298317.txt	NotSonnets	c20-american/am22124/Z500298317	Z500298317	1900-1924	5. [she,straddling my lap]	Cummings, E. E. (Edward Estlin), 1894-1962.	1994	she,straddling my lap,	14
corpus/NotSonnets/Z200343777.txt	NotSonnets	african-american/dunbarpa/Z200343777	Z200343777	1900-1924	A LYRIC	Dunbar, Paul Laurence, 1872-1906	1993	And oh my heart is sad by day,	24
corpus/NotSonnets/Z300576310.txt	NotSonnets	c20-english/ent0801/Z300576310	Z300576310	1900-1924	FIGURES ON THE PLATFORM	Cornford, Frances Darwin, 1886-1960	1954	Travelling at night no man has any home	24
corpus/NotSonnets/Z200343732.txt	NotSonnets	african-american/dunbarpa/Z200343732	Z200343732	1900-1924	THE OLD CABIN	Dunbar, Paul Laurence, 1872-1906	1993	Git to t'inkin' of de pas'	48
corpus/NotSonnets/Z300153136.txt	NotSonnets	american/am0255/Z300153136	Z300153136	1900-1924	MNEMOSYNE	Stickney, Trumbull, 1874-1904	1905	How warm a wind blew here about the ways!	24
corpus/NotSonnets/Z300562119.txt	NotSonnets	faber/fa1601/Z300562119	Z300562119	1900-1924	THE HELMET (1949)	Muir, Edwin, 1887-1959	1949	The helmet on his head	24
corpus/NotSonnets/Z200159574.txt	NotSonnets	american/am0427/Z200159574	Z200159574	1900-1924	THE HARMONIOUS HEEDLESSNESS OF LITTLE BOY BLUE	Carryl, Guy Wetmore, 1873-1904	1904	Composing scales beside the rails	48
corpus/NotSonnets/Z300564559.txt	NotSonnets	faber/fa20402/Z300564559	Z300564559	1900-1924	Blunden's Beech	Sassoon, Siegfried, 1886-1967	1984	I named it Blunden's Beech; and no one knew	14
corpus/NotSonnets/Z400551984.txt	NotSonnets	modern/car2501/Z400551984	Z400551984	1900-1924	Two Scottish Boys	MacDiarmid, Hugh, 1892-1978	1993	Drunk with the beauty of many a lovely scene,	29
corpus/NotSonnets/Z300658118.txt	NotSonnets	english-ed2/ep2379/Z300658118	Z300658118	1900-1924	The Rushes	Ledwidge, Francis, 1887-1917	1955	As the winds on the loud waves go,	17
corpus/NotSonnets/Z300669630.txt	NotSonnets	english-ed2/ep2539/Z300669630	Z300669630	1900-1924	XVIII.  CUPID AND PSYCHE.	Brereton, John Le Gay, 1871-1933.	1919	Thus did the ancient artist&hyphen;soul arrest	15
corpus/NotSonnets/Z300217012.txt	NotSonnets	c20-american/am20097/Z300217012	Z300217012	1900-1924	FIRE ON THE HILLS	Jeffers, Robinson, 1887-1962.	1991	The deer were bounding like blown leaves	14
corpus/NotSonnets/Z300354451.txt	NotSonnets	c20-american/am30009/Z300354451	Z300354451	1900-1924	Songs for Musical Setting	Taggard, Genevieve, 1894–1948	1938	See it wear thin and feel it fade.	50
corpus/NotSonnets/Z400328281.txt	NotSonnets	c20-american/am20012/Z400328281	Z400328281	1900-1924	II MASTERY	Teasdale, Sara, 1884-1933.	1937	I would not have a god come in	14
corpus/NotSonnets/Z300354466.txt	NotSonnets	c20-american/am30009/Z300354466	Z300354466	1900-1924	Notes on Writing Words for Music	Taggard, Genevieve, 1894–1948	1938	We will make our peace   (true peace)	259
corpus/NotSonnets/Z200343345.txt	NotSonnets	african-american/dunbarpa/Z200343345	Z200343345	1900-1924	SUNSET	Dunbar, Paul Laurence, 1872-1906	1993	And clasps the shadows to its breast;	14
corpus/NotSonnets/Z300564484.txt	NotSonnets	faber/fa20402/Z300564484	Z300564484	1900-1924	XXVOne Who Watches	Sassoon, Siegfried, 1886-1967	1984	We are all near to death. But in my friends	15
corpus/Sonnets/Z200567360.txt	Sonnets	c20-english/ep20005/Z200567360	Z200567360	1925-1949	Memory (Suggested by scenes in a travel&hyphen;film of N. W. Africa)	Rickword, Edgell, 1898-	1991	Dumb forest belts the Mountains of the Moon,	14
corpus/Sonnets/Z300327188.txt	Sonnets	c20-african-american/da20031/Z300327188	Z300327188	1925-1949	[15] Sonnet [I would not tarry if I could be gone]	Cotter, Joseph Seamon, 1895-1919	1990	I would not tarry if I could be gone	15
corpus/Sonnets/Z300370376.txt	Sonnets	c20-american/am20048/Z300370376	Z300370376	1925-1949	PARTING IN HARLEM	Wheelwright, John, 1897-1940	1971	In nigger dancing joints'	15
corpus/Sonnets/Z300306625.txt	Sonnets	c20-english/ep41001/Z300306625	Z300306625	1925-1949	Sonnet [Muscular man shall guard]	Watkins, Vernon Phillips, 1906-1967	1986	Muscular man shall guard	14
corpus/Sonnets/Z300306470.txt	Sonnets	c20-english/ep41001/Z300306470	Z300306470	1925-1949	Sonnet	Watkins, Vernon Phillips, 1906-1967	1986	Poets, like ancient streams which time like sand	14
corpus/Sonnets/Z300370357.txt	Sonnets	c20-american/am20048/Z300370357	Z300370357	1925-1949	SOPHOMORE	Wheelwright, John, 1897-1940	1971	boarding school, your innocence last wandered                    2	20
corpus/Sonnets/Z400362929.txt	Sonnets	c20-american/am30062/Z400362929	Z400362929	1925-1949	Putting the Sonnet to Work	Stafford, William, 1914-	1998	Pack your heavy suitcase	17
corpus/Sonnets/Z300215154.txt	Sonnets	c20-american/am20078/Z300215154	Z300215154	1925-1949	DISILLUSIONMENT.	Slater, Eleanor, 1903-	1926	Without the pages cut, with words unlearned	14
corpus/Sonnets/Z300306477.txt	Sonnets	c20-english/ep41001/Z300306477	Z300306477	1925-1949	Three Sonnets for Charles Williams	Watkins, Vernon Phillips, 1906-1967	1986	Crystalline scribe of the pure Parousia, chronicling passion's tale	42
corpus/Sonnets/Z300370353.txt	Sonnets	c20-american/am20048/Z300370353	Z300370353	1925-1949	ADAM	Wheelwright, John, 1897-1940	1971	allegiance to crown&hyphen;and&hyphen;robeless liberty,                                      2	18
corpus/Sonnets/Z300306556.txt	Sonnets	c20-english/ep41001/Z300306556	Z300306556	1925-1949	Sonnet [The prose purveyors...]	Watkins, Vernon Phillips, 1906-1967	1986	The prose purveyors of doubt, the dismantlers of	14
corpus/Sonnets/Z300246448.txt	Sonnets	c20-american/am22170/Z300246448	Z300246448	1925-1949	Autumn Sonnets	Sarton, May, 1912-1995	1993	How can we name it “fall,” this slow ascent	29
corpus/Sonnets/Z300370384.txt	Sonnets	c20-american/am20048/Z300370384	Z300370384	1925-1949	SPRING	Wheelwright, John, 1897-1940	1971	leaning night towers for fields unbudded, stone&hyphen;fenced	19
corpus/Sonnets/Z300306651.txt	Sonnets	c20-english/ep41001/Z300306651	Z300306651	1925-1949	Sonnet  THE EXPECTATION	Watkins, Vernon Phillips, 1906-1967	1986	Here, Lord, I lie: have mercy on my soul.	14
corpus/Sonnets/Z300306629.txt	Sonnets	c20-english/ep41001/Z300306629	Z300306629	1925-1949	Sonnet  ON THE DEATH OF ALUN LEWIS	Watkins, Vernon Phillips, 1906-1967	1986	He was astonished by the abundance of gold	14
corpus/Sonnets/Z300594818.txt	Sonnets	c20-english/ep20026/Z300594818	Z300594818	1925-1949	Two Sonnets	Fraser, G. S. (George Sutherland), 1915-	1981	Leaving her I loved in the picturesque winter	28
corpus/Sonnets/Z300370356.txt	Sonnets	c20-american/am20048/Z300370356	Z300370356	1925-1949	FLUX	Wheelwright, John, 1897-1940	1971	of a waterfall where you would be already                                        1	15
corpus/Sonnets/Z300603627.txt	Sonnets	c20-english/ep30079/Z300603627	Z300603627	1925-1949	LOVE SONNET	Jones, Glyn, 1905-	1996	If I could see, held in the blood&hyphen;wet hand	14
corpus/Sonnets/Z300215152.txt	Sonnets	c20-american/am20078/Z300215152	Z300215152	1925-1949	DESECRATION.	Slater, Eleanor, 1903-	1926	Bring me no honeysuckle vine. The pang	14
corpus/Sonnets/Z300370352.txt	Sonnets	c20-american/am20048/Z300370352	Z300370352	1925-1949	ABEL	Wheelwright, John, 1897-1940	1971	zigzagging towards a dancing colonnade;                                        2	20
corpus/Sonnets/Z300594889.txt	Sonnets	c20-english/ep20026/Z300594889	Z300594889	1925-1949	Four Sonnets from Guido Cavalcanti	Fraser, G. S. (George Sutherland), 1915- (trans.) / Cavalcanti, Guido, d. 1300 (orig.)	1981	My foolish eyes, that first did look upon,	56
corpus/Sonnets/Z300253285.txt	Sonnets	c20-american/am23033/Z300253285	Z300253285	1925-1949	FIVE SONNETS	Goodman, Paul, 1911-1972	1973	Grief how into useless age away	77
corpus/Sonnets/Z300370354.txt	Sonnets	c20-american/am20048/Z300370354	Z300370354	1925-1949	SANCT	Wheelwright, John, 1897-1940	1971	is a third Mask and that the Three form One.                  1	17
corpus/Sonnets/Z300370350.txt	Sonnets	c20-american/am20048/Z300370350	Z300370350	1925-1949	LINK	Wheelwright, John, 1897-1940	1971	for the world it was born to died in war                                                  2	16
corpus/Sonnets/Z400210445.txt	Sonnets	c20-american/am20029/Z400210445	Z400210445	1925-1949	A LOUIS SONNET	Rukeyser, Muriel, 1913-	1978	The jokes, the feuds, the puns, the punishments,	16
corpus/Sonnets/Z300370379.txt	Sonnets	c20-american/am20048/Z300370379	Z300370379	1925-1949	PHALLUS	Wheelwright, John, 1897-1940	1971	Moslem must segregate his odalisque,                              2	17
corpus/Sonnets/Z300213563.txt	Sonnets	c20-american/am20059/Z300213563	Z300213563	1925-1949	RIVERSIDE SONNET.	Hughes, Dorothy B. (Dorothy Belle), 1904-	1931	Youth moves two by two, with scarce a word	16
corpus/Sonnets/Z200609745.txt	Sonnets	c20-english/fa0303/Z200609745	Z200609745	1925-1949	Sonnet: For a Friend	Barker, George, 1913-1991	1987	Drink. Drugs. Women. Death.	14
corpus/Sonnets/Z300214110.txt	Sonnets	c20-american/am20069/Z300214110	Z300214110	1925-1949	SONNET TO AN ARCHITECT.	Owen, Louise, 1901-1995	1930	My songs are slight, my dreams are only words,	16
corpus/Sonnets/Z200605522.txt	Sonnets	c20-english/ep30110/Z200605522	Z200605522	1925-1949	Memorial Sonnet	Moore, Nicholas, 1918-	1990	Died under the architecture of those he so hated,	14
corpus/Sonnets/Z400209784.txt	Sonnets	c20-american/am20029/Z400209784	Z400209784	1925-1949	SONNET	Rukeyser, Muriel, 1913-	1978	My thoughts through yours refracted into speech	16
corpus/Sonnets/Z300594835.txt	Sonnets	c20-english/ep20026/Z300594835	Z300594835	1925-1949	Sonnet	Fraser, G. S. (George Sutherland), 1915-	1981	My simple heart, bred in provincial tenderness,	14
corpus/Sonnets/Z300370363.txt	Sonnets	c20-american/am20048/Z300370363	Z300370363	1925-1949	HOLY SATURDAY	Wheelwright, John, 1897-1940	1971	Is it, O Sufferer, my heart is stone?”                                       2	16
corpus/Sonnets/Z200586481.txt	Sonnets	c20-english/ep20157/Z200586481	Z200586481	1925-1949	XXVI TWO SONNETS	Sorley, Charles Hamilton, 1895-1915	1916	Poets have whitened at your high renown.	28
corpus/Sonnets/Z300370359.txt	Sonnets	c20-american/am20048/Z300370359	Z300370359	1925-1949	MOTHER	Wheelwright, John, 1897-1940	1971	for she discriminates between her friends,                          2	19
corpus/Sonnets/Z400246794.txt	Sonnets	c20-american/am22171/Z400246794	Z400246794	1925-1949	Sonnet: O City, City	Schwartz, Delmore, 1913-1966	1989	To live between terms, to live where death	15
corpus/Sonnets/Z300327230.txt	Sonnets	c20-african-american/da20031/Z300327230	Z300327230	1925-1949	[55] Sonnet [I sometimes wonder if the Mighty God]	Cotter, Joseph Seamon, 1895-1919	1990	I sometimes wonder if the Mighty God	15
corpus/Sonnets/Z200248878.txt	Sonnets	c20-american/am22199/Z200248878	Z200248878	1925-1949	SONNET AT MIDNIGHT.	Butler, Charles, 1909-1981	1945	Sky: and the things of earth: there are the things	15
corpus/Sonnets/Z300609141.txt	Sonnets	c20-english/fa0303/Z300609141	Z300609141	1925-1949	Sonnets of the Triple&hyphen;headed Manichee	Barker, George, 1913-1991	1987	I was with that man when he rummaged his hand	42
corpus/Sonnets/Z300370364.txt	Sonnets	c20-american/am20048/Z300370364	Z300370364	1925-1949	LENS	Wheelwright, John, 1897-1940	1971	intelligence) to my own thought inscrutable                    1	22
corpus/Sonnets/Z300370355.txt	Sonnets	c20-american/am20048/Z300370355	Z300370355	1925-1949	HEAT AND COLD	Wheelwright, John, 1897-1940	1971	or furry citizens of wood and field                                           2	17
corpus/Sonnets/Z300243051.txt	Sonnets	c20-american/am22122/Z300243051	Z300243051	1925-1949	SONNET	Crane, Hart, 1899-1932	1970	Ere elfish Night shall sift another day	14
corpus/Sonnets/Z300370358.txt	Sonnets	c20-american/am20048/Z300370358	Z300370358	1925-1949	CLASSMATES	Wheelwright, John, 1897-1940	1971	They prize the world's poor business more than peace.                2	19
corpus/Sonnets/Z300370371.txt	Sonnets	c20-american/am20048/Z300370371	Z300370371	1925-1949	KIN	Wheelwright, John, 1897-1940	1971	to bubbles separate these cherished	21
corpus/Sonnets/Z300202913.txt	Sonnets	c20-american/am20007/Z300202913	Z300202913	1925-1949	TO BUILD A QUIET CITY IN HIS MIND	Kees, Weldon, 1914-1955?	1975	To build a quiet city in his mind:	17
corpus/Sonnets/Z300253333.txt	Sonnets	c20-american/am23033/Z300253333	Z300253333	1925-1949	ON THE SONNET	Goodman, Paul, 1911-1972	1973	These hand&hyphen;me&hyphen;downs of Milton that I wear	16
corpus/Sonnets/Z400202767.txt	Sonnets	c20-american/am20007/Z400202767	Z400202767	1925-1949	FOR MY DAUGHTER	Kees, Weldon, 1914-1955?	1975	Looking into my daughter's eyes I read	14
corpus/Sonnets/Z300215153.txt	Sonnets	c20-american/am20078/Z300215153	Z300215153	1925-1949	BEFORE.	Slater, Eleanor, 1903-	1926	A tulip burst before the frost was gone.	14
corpus/Sonnets/Z300370385.txt	Sonnets	c20-american/am20048/Z300370385	Z300370385	1925-1949	SUMMER	Wheelwright, John, 1897-1940	1971	jumped like fish while we reaped hay moon&hyphen;	21
corpus/Sonnets/Z300215155.txt	Sonnets	c20-american/am20078/Z300215155	Z300215155	1925-1949	SELF&hyphen;DEFENSE.	Slater, Eleanor, 1903-	1926	And that is all I'll promise you today,	14
corpus/NotSonnets/Z200229592.txt	NotSonnets	c20-american/am22020/Z200229592	Z200229592	1925-1949	THE ARCHITECTURE                         PASSAGES 9	Duncan, Robert Edward, 1919-	1968	from the window&hyphen;shelter	84
corpus/NotSonnets/Z300210058.txt	NotSonnets	c20-american/am20029/Z300210058	Z300210058	1925-1949	ORPHEUS	Rukeyser, Muriel, 1913-	1978	The mountaintop stands in silence a minute after the murder.	380
corpus/NotSonnets/Z300225698.txt	NotSonnets	c20-american/am20126/Z300225698	Z300225698	1925-1949	CABLES TO THE ACE 35	Merton, Thomas, 1915-1968	1977	nan	54
